FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
102,44,RHODE ISLAND,RI,44007,Providence,44007010400,"Census Tract 104, Providence County, Rhode Island",1.2135823,6426.0,584.0,2932.0,127.0,2643.0,158.0,813.0,343.0,224.0,129.0,24134.0,2579.0,1283.0,297.0,1027.0,131.0,1445.0,389.0,1078.0,272.0,529.0,214.0,1722.0,771.4,564.0,263.0,337.0,136.5,0.0,17.0,58.0,75.9,345.0,162.0,132.0,78.0,12.9,5.3,6.6,3.6,24134.0,2579.0,27.5,5.8,16.0,2.6,22.5,5.7,17.2,4.1,20.0,8.0,26.8,11.8,9.5,4.4,11.5,4.6,0.0,1.2,2.2,2.9,13.1,6.0,2.1,1.2,0.5774,0.4519,0.7322,0.8912,2.6527,0.7238,0.4979,0.7322,0.841,0.8703,2.9414,0.9665,0.6527,0.8494,1.5021,0.7741,0.5941,0.0,0.6904,0.7322,0.6987,2.7155,0.7531,9.8117,0.8159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,392.0,15.4,5.7,4125.0
103,44,RHODE ISLAND,RI,44007,Providence,44007010501,"Census Tract 105.01, Providence County, Rhode Island",1.5002534,4540.0,319.0,1855.0,84.0,1794.0,95.0,919.0,283.0,191.0,73.0,24652.0,2327.0,702.0,170.0,895.0,135.0,1036.0,159.0,724.0,149.0,348.0,99.3,1344.0,463.3,286.0,144.1,338.0,97.9,0.0,12.0,51.0,55.5,219.0,83.0,268.0,126.0,21.5,6.6,8.8,3.5,24652.0,2327.0,22.5,5.1,19.7,2.7,22.8,3.1,16.9,3.5,19.4,5.4,29.6,10.0,6.7,3.3,18.2,5.2,0.0,1.9,2.8,3.1,12.2,4.6,5.9,2.7,0.7699,0.6569,0.7155,0.8326,2.9749,0.7908,0.7406,0.7448,0.7992,0.8536,3.1381,0.9958,0.6862,0.7824,1.4686,0.749,0.7782,0.0,0.7782,0.682,0.8996,3.1381,0.8703,10.7197,0.8996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,83.0,4.6,1.9,6690.0
104,44,RHODE ISLAND,RI,44007,Providence,44007010502,"Census Tract 105.02, Providence County, Rhode Island",2.6089067,5221.0,362.0,2138.0,72.0,2101.0,87.0,586.0,296.0,282.0,164.0,25854.0,2661.0,563.0,213.0,1135.0,162.0,1015.0,236.0,737.0,144.0,219.0,131.2,1307.0,564.4,396.0,207.7,325.0,98.7,0.0,17.0,89.0,70.4,228.0,72.0,256.0,147.0,11.9,6.0,11.6,6.8,25854.0,2661.0,14.9,5.6,21.7,3.1,19.4,4.3,14.8,2.8,10.4,6.2,25.0,10.7,8.3,4.3,15.2,4.6,0.0,1.6,4.2,3.3,10.9,3.4,4.9,2.8,0.5565,0.8536,0.682,0.6862,2.7782,0.749,0.8326,0.4854,0.7029,0.6653,2.6862,0.8954,0.6318,0.8285,1.4603,0.7406,0.7071,0.0,0.887,0.6444,0.8787,3.1172,0.8619,10.0418,0.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,148.0,2.6,3.0,7784.0
105,44,RHODE ISLAND,RI,44007,Providence,44007010600,"Census Tract 106, Providence County, Rhode Island",0.9357773,6081.0,488.0,2953.0,88.0,2817.0,153.0,664.0,180.0,221.0,129.0,29441.0,3136.0,743.0,259.0,926.0,150.0,946.0,260.0,1226.0,219.0,316.0,159.7,376.0,732.3,63.0,86.4,447.0,101.0,0.0,17.0,26.0,42.5,313.0,141.0,14.0,10.0,10.9,3.1,6.7,3.7,29441.0,3136.0,15.8,4.9,15.2,2.7,15.6,4.1,20.2,3.6,11.2,5.6,6.2,12.0,1.1,1.5,15.1,3.4,0.0,1.2,0.9,1.5,11.1,4.9,0.2,0.2,0.5314,0.4561,0.569,0.6987,2.2552,0.6151,0.4226,0.1757,0.9665,0.7113,2.2762,0.6778,0.1632,0.4226,0.5858,0.2762,0.7029,0.0,0.4895,0.6569,0.3305,2.1799,0.5146,7.2971,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,241.0,7.0,3.8,3174.0
106,44,RHODE ISLAND,RI,44007,Providence,44007010701,"Census Tract 107.01, Providence County, Rhode Island",1.0791485,2328.0,137.0,1036.0,29.0,948.0,60.0,56.0,42.0,81.0,45.0,31206.0,3274.0,134.0,71.0,477.0,80.0,422.0,54.0,380.0,107.0,67.0,42.7,153.0,205.4,32.0,55.3,176.0,70.0,0.0,12.0,6.0,15.6,32.0,26.0,11.0,7.0,2.4,1.8,6.2,3.5,31206.0,3274.0,7.9,4.1,20.5,2.9,18.1,2.1,16.3,4.5,7.1,4.5,6.6,8.8,1.4,2.4,17.0,6.7,0.0,3.3,0.6,1.6,3.4,2.8,0.5,0.3,0.0377,0.3808,0.5063,0.3473,1.272,0.2971,0.7741,0.3515,0.7824,0.477,2.3849,0.7406,0.1883,0.477,0.6653,0.3305,0.7531,0.0,0.41,0.2259,0.4979,1.887,0.3808,6.2092,0.4017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,51.0,3.4,2.2,1719.0
107,44,RHODE ISLAND,RI,44007,Providence,44007010702,"Census Tract 107.02, Providence County, Rhode Island",0.7240598,4158.0,247.0,1799.0,50.0,1721.0,79.0,249.0,141.0,129.0,55.0,33299.0,2851.0,201.0,84.0,747.0,83.0,801.0,129.0,534.0,108.0,130.0,71.4,316.0,346.5,8.0,48.0,79.0,52.4,0.0,12.0,5.0,14.4,49.0,43.0,0.0,12.0,6.0,3.3,5.3,2.2,33299.0,2851.0,6.5,2.7,18.0,2.3,19.3,2.9,12.8,2.4,7.6,4.1,7.6,8.3,0.2,1.2,4.4,2.9,0.0,1.9,0.3,0.8,2.8,2.5,0.0,0.3,0.2762,0.2803,0.4393,0.2469,1.2427,0.2929,0.6192,0.4603,0.4728,0.5063,2.0586,0.523,0.2678,0.1381,0.4059,0.1925,0.3598,0.0,0.3096,0.1548,0.0,0.8243,0.0544,4.5314,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,73.0,3.8,1.7,2104.0
108,44,RHODE ISLAND,RI,44007,Providence,44007010800,"Census Tract 108, Providence County, Rhode Island",0.2882298,4650.0,425.0,2050.0,95.0,1690.0,130.0,1626.0,403.0,224.0,93.0,15743.0,2428.0,981.0,207.0,397.0,97.0,1321.0,262.0,842.0,170.0,377.0,108.8,3554.0,485.2,873.0,232.2,378.0,87.5,0.0,12.0,88.0,60.0,496.0,103.0,112.0,80.0,35.6,8.3,10.6,4.5,15743.0,2428.0,36.7,6.8,8.5,2.2,28.4,5.0,18.4,3.7,22.3,6.2,76.4,7.7,20.8,5.2,18.4,4.2,0.0,1.7,5.2,3.5,29.3,5.7,2.4,1.7,0.9121,0.7866,0.9289,0.9623,3.59,0.9331,0.1297,0.9163,0.9163,0.9079,2.8703,0.9498,0.9163,0.9498,1.8661,0.9331,0.7866,0.0,0.9205,0.9498,0.7531,3.41,0.9289,11.7364,0.9874,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,930.0,236.0,20.3,5.3,2867.0
109,44,RHODE ISLAND,RI,44007,Providence,44007010900,"Census Tract 109, Providence County, Rhode Island",0.3499269,4694.0,439.0,1678.0,90.0,1413.0,95.0,1222.0,293.0,211.0,102.0,11762.0,1354.0,1102.0,262.0,334.0,82.0,1392.0,285.0,825.0,243.0,322.0,118.5,3369.0,518.6,849.0,255.5,138.0,47.8,0.0,12.0,73.0,58.1,262.0,88.0,244.0,174.0,27.9,6.8,9.7,4.8,11762.0,1354.0,41.9,9.1,7.1,2.1,29.7,5.4,18.5,4.9,22.8,8.2,71.8,8.8,20.5,5.9,8.2,2.8,0.0,2.1,5.2,4.1,18.5,5.9,5.2,3.7,0.8326,0.7322,0.9916,0.9833,3.5397,0.8996,0.0753,0.9372,0.9205,0.9247,2.8577,0.9456,0.8912,0.9456,1.8368,0.9205,0.5146,0.0,0.9163,0.8326,0.8912,3.1548,0.8787,11.3891,0.9665,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,800.0,299.0,17.9,6.4,4124.0
110,44,RHODE ISLAND,RI,44007,Providence,44007011000,"Census Tract 110, Providence County, Rhode Island",0.2543099,5469.0,480.0,2094.0,113.0,1815.0,122.0,2103.0,472.0,253.0,112.0,13483.0,1756.0,1291.0,250.0,283.0,61.0,1875.0,249.0,619.0,140.0,545.0,135.1,4609.0,524.7,1285.0,276.3,120.0,42.5,0.0,17.0,159.0,73.8,350.0,118.0,0.0,17.0,38.5,7.5,9.9,4.0,13483.0,1756.0,44.9,7.8,5.2,1.3,34.3,3.4,11.3,2.6,30.0,7.2,84.3,6.1,27.3,5.3,5.7,2.0,0.0,1.7,8.8,4.0,19.3,6.4,0.0,0.3,0.9498,0.7531,0.9665,0.9958,3.6653,0.9582,0.0251,0.9958,0.3305,0.9833,2.3347,0.7197,0.9623,0.9874,1.9498,0.9791,0.3891,0.0,0.9958,0.8452,0.0,2.2301,0.5314,10.1799,0.8536,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1455.0,327.0,26.6,5.1,3996.0
111,44,RHODE ISLAND,RI,44007,Providence,44007011100,"Census Tract 111, Providence County, Rhode Island",0.305675,4553.0,438.0,1557.0,87.0,1409.0,98.0,1245.0,462.0,275.0,133.0,16200.0,3253.0,1456.0,397.0,472.0,128.0,1241.0,249.0,770.0,209.0,361.0,128.1,3837.0,494.3,1459.0,395.7,96.0,38.9,0.0,12.0,85.0,61.8,328.0,101.0,5.0,4.0,27.5,9.5,11.5,5.5,16200.0,3253.0,50.9,9.5,10.4,2.9,27.3,4.8,16.9,5.0,25.6,8.9,84.3,7.2,34.7,8.9,6.2,2.5,0.0,2.2,6.0,4.4,23.3,6.8,0.1,0.1,0.8285,0.8494,0.9121,1.0,3.59,0.9289,0.2134,0.8787,0.7992,0.9582,2.8494,0.9414,0.9582,1.0,1.9582,0.9874,0.4184,0.0,0.9456,0.9038,0.2092,2.477,0.6527,10.8745,0.9247,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,1594.0,441.0,35.0,7.9,1986.0
112,44,RHODE ISLAND,RI,44007,Providence,44007011200,"Census Tract 112, Providence County, Rhode Island",1.2006575,5733.0,443.0,2598.0,80.0,2411.0,152.0,930.0,446.0,52.0,62.0,25631.0,4016.0,899.0,245.0,912.0,210.0,1090.0,261.0,716.0,207.0,319.0,174.4,816.0,662.1,325.0,178.1,231.0,106.8,0.0,17.0,11.0,24.8,300.0,138.0,77.0,86.0,16.4,7.8,1.7,2.0,25631.0,4016.0,21.2,5.5,15.9,3.4,19.0,4.3,12.6,3.5,13.2,7.2,14.2,11.5,6.0,3.2,8.9,4.1,0.0,1.3,0.5,1.0,12.4,5.7,1.3,1.5,0.6695,0.0167,0.7029,0.8117,2.2008,0.5858,0.4895,0.4226,0.4393,0.7406,2.0921,0.569,0.4854,0.7448,1.2301,0.6276,0.5314,0.0,0.3515,0.6862,0.6444,2.2134,0.5272,7.7364,0.6611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,195.0,7.1,3.3,5110.0
113,44,RHODE ISLAND,RI,44007,Providence,44007011301,"Census Tract 113.01, Providence County, Rhode Island",2.7299535,4563.0,231.0,1900.0,49.0,1828.0,74.0,491.0,194.0,234.0,83.0,31067.0,2592.0,342.0,122.0,817.0,91.0,900.0,123.0,566.0,147.0,122.0,69.2,599.0,363.0,141.0,88.8,124.0,66.0,10.0,16.0,5.0,15.0,110.0,57.0,3.0,3.0,10.8,4.3,8.8,3.1,31067.0,2592.0,10.3,3.5,17.9,1.8,19.7,2.5,12.4,3.1,6.7,3.8,13.1,7.9,3.2,2.0,6.5,3.5,0.5,0.8,0.3,0.8,6.0,3.2,0.1,0.1,0.523,0.6569,0.5188,0.5105,2.2092,0.59,0.6109,0.5105,0.4059,0.4561,1.9833,0.4854,0.4561,0.6444,1.1004,0.5649,0.4435,0.749,0.3054,0.4268,0.1715,2.0962,0.477,7.3891,0.6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,132.0,6.2,2.9,3853.0
114,44,RHODE ISLAND,RI,44007,Providence,44007011302,"Census Tract 113.02, Providence County, Rhode Island",1.8961369,4429.0,242.0,1605.0,40.0,1548.0,66.0,165.0,124.0,114.0,60.0,37140.0,2984.0,253.0,91.0,615.0,71.0,856.0,127.0,520.0,136.0,60.0,57.6,251.0,361.8,41.0,57.8,0.0,17.0,0.0,12.0,10.0,19.2,35.0,29.0,0.0,12.0,3.8,2.8,4.2,2.2,37140.0,2984.0,8.2,2.8,13.9,1.7,19.3,2.7,11.7,3.0,3.9,3.7,5.7,8.2,1.0,1.4,0.0,1.1,0.0,2.2,0.6,1.2,2.3,1.9,0.0,0.3,0.1046,0.1548,0.3096,0.3682,0.9372,0.1632,0.3556,0.4728,0.3598,0.1757,1.364,0.1004,0.1339,0.3891,0.523,0.2427,0.0,0.0,0.4142,0.1339,0.0,0.5481,0.0126,3.3724,0.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,81.0,3.6,1.8,1295.0
115,44,RHODE ISLAND,RI,44007,Providence,44007011401,"Census Tract 114.01, Providence County, Rhode Island",6.8645615,8133.0,339.0,3614.0,75.0,3348.0,176.0,280.0,169.0,118.0,73.0,46027.0,4558.0,504.0,207.0,1737.0,188.0,1834.0,191.0,703.0,209.0,216.0,112.3,628.0,538.2,54.0,84.3,872.0,218.0,0.0,17.0,26.0,39.8,339.0,175.0,40.0,30.0,3.5,2.1,2.6,1.6,46027.0,4558.0,8.6,3.5,21.4,2.1,22.6,2.2,8.7,2.5,6.5,3.3,7.7,6.6,0.7,1.1,24.1,6.0,0.0,1.0,0.8,1.2,10.1,5.1,0.5,0.4,0.0962,0.0586,0.113,0.4017,0.6695,0.0628,0.8201,0.7406,0.113,0.4393,2.113,0.5816,0.2803,0.3222,0.6025,0.3013,0.9038,0.0,0.4561,0.6234,0.5105,2.4937,0.6695,5.8787,0.3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,167.0,135.0,2.1,1.7,3730.0
116,44,RHODE ISLAND,RI,44007,Providence,44007011402,"Census Tract 114.02, Providence County, Rhode Island",10.9896201,4280.0,268.0,1614.0,47.0,1528.0,84.0,157.0,107.0,145.0,66.0,53670.0,8961.0,157.0,79.0,729.0,96.0,860.0,119.0,563.0,150.0,10.0,20.0,153.0,403.8,10.0,48.5,93.0,64.1,12.0,21.0,28.0,48.5,111.0,54.0,107.0,64.0,3.8,2.7,6.5,2.7,53670.0,8961.0,5.0,2.5,17.0,2.5,20.1,2.5,13.5,3.4,0.7,1.3,3.6,9.4,0.2,1.2,5.8,4.0,0.7,1.3,1.8,3.2,7.3,3.5,2.5,1.5,0.1046,0.4268,0.0377,0.1674,0.7364,0.0795,0.5649,0.5523,0.5607,0.0084,1.6862,0.2552,0.0544,0.159,0.2134,0.0669,0.3933,0.7824,0.6402,0.5063,0.7657,3.0879,0.8577,5.7238,0.3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,61.0,2.2,1.5,4437.0
117,44,RHODE ISLAND,RI,44007,Providence,44007011403,"Census Tract 114.03, Providence County, Rhode Island",2.8051005,7147.0,367.0,2990.0,121.0,2872.0,128.0,373.0,205.0,13.0,21.0,39636.0,7002.0,418.0,175.0,1400.0,231.0,1514.0,165.0,907.0,216.0,150.0,86.4,549.0,548.8,31.0,72.8,496.0,157.6,0.0,17.0,28.0,31.2,165.0,106.0,25.0,11.0,5.2,2.9,0.4,0.6,39636.0,7002.0,8.1,3.3,19.6,3.4,21.2,2.0,12.7,3.1,5.2,3.0,7.7,7.7,0.5,1.1,16.6,5.2,0.0,1.2,1.0,1.1,5.7,3.7,0.3,0.2,0.2218,0.0,0.2385,0.3598,0.8201,0.1255,0.7322,0.6569,0.4561,0.2971,2.1423,0.5941,0.272,0.2427,0.5146,0.2301,0.7448,0.0,0.5146,0.41,0.4435,2.113,0.4895,5.59,0.2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,60.0,1.1,0.8,7347.0
118,44,RHODE ISLAND,RI,44007,Providence,44007011500,"Census Tract 115, Providence County, Rhode Island",4.2381907,6742.0,451.0,2717.0,140.0,2579.0,128.0,417.0,292.0,171.0,92.0,42662.0,9224.0,397.0,175.0,1214.0,203.0,1518.0,299.0,740.0,204.0,404.0,194.7,897.0,715.1,15.0,70.1,690.0,207.1,0.0,17.0,49.0,45.3,230.0,106.0,175.0,109.0,6.3,4.3,4.5,2.6,42662.0,9224.0,8.6,3.7,18.0,3.2,22.5,4.2,11.2,3.1,15.7,7.5,13.3,10.6,0.2,1.1,25.4,7.5,0.0,1.3,1.9,1.8,8.9,4.1,2.6,1.6,0.2929,0.1925,0.1883,0.4017,1.0753,0.2176,0.6192,0.7364,0.3096,0.7866,2.4519,0.7908,0.4603,0.1548,0.6151,0.3054,0.9121,0.0,0.6611,0.5607,0.7782,2.9121,0.8117,7.0544,0.5607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,152.0,115.0,2.3,1.8,6176.0
119,44,RHODE ISLAND,RI,44007,Providence,44007011600,"Census Tract 116, Providence County, Rhode Island",9.3359784,5485.0,366.0,2257.0,99.0,2044.0,132.0,328.0,229.0,150.0,77.0,47154.0,7705.0,363.0,132.0,1026.0,144.0,1254.0,197.0,388.0,141.0,202.0,115.5,482.0,497.5,96.0,114.6,144.0,64.5,25.0,21.0,0.0,24.0,63.0,69.0,17.0,7.0,6.0,4.2,5.3,2.6,47154.0,7705.0,9.3,3.2,18.7,2.8,22.9,3.3,7.1,2.5,9.9,5.6,8.8,9.1,1.8,2.2,6.4,2.8,1.1,0.9,0.0,1.2,3.1,3.3,0.3,0.1,0.2762,0.2803,0.0879,0.4519,1.0962,0.2218,0.6778,0.7531,0.0418,0.6276,2.1004,0.5732,0.3264,0.5439,0.8703,0.4561,0.4393,0.7992,0.0,0.205,0.4184,1.8619,0.3556,5.9289,0.3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,169.0,3.9,3.1,19351.0
120,44,RHODE ISLAND,RI,44007,Providence,44007011701,"Census Tract 117.01, Providence County, Rhode Island",1.8671232,4953.0,511.0,2007.0,98.0,1863.0,111.0,1005.0,527.0,158.0,75.0,27955.0,4183.0,289.0,90.0,876.0,152.0,1249.0,246.0,665.0,131.0,343.0,121.6,758.0,701.1,46.0,65.8,111.0,57.8,0.0,12.0,8.0,17.0,113.0,60.0,14.0,15.0,20.3,9.2,6.7,3.3,27955.0,4183.0,8.8,2.8,17.7,2.2,25.2,4.2,13.4,2.9,18.4,6.4,15.3,14.1,1.0,1.4,5.5,2.9,0.0,1.7,0.4,0.9,6.1,3.2,0.3,0.3,0.7406,0.4561,0.6151,0.4142,2.2259,0.6025,0.6025,0.8201,0.5146,0.8494,2.7866,0.9247,0.523,0.3849,0.9079,0.4937,0.3849,0.0,0.3431,0.431,0.3891,1.5481,0.2259,7.4686,0.6067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,218.0,7.2,4.3,2823.0
121,44,RHODE ISLAND,RI,44007,Providence,44007011702,"Census Tract 117.02, Providence County, Rhode Island",2.6785124,4306.0,350.0,1630.0,86.0,1514.0,98.0,277.0,141.0,139.0,93.0,31059.0,3350.0,264.0,88.0,573.0,96.0,891.0,144.0,454.0,148.0,92.0,61.0,618.0,520.3,100.0,92.1,22.0,22.0,0.0,12.0,13.0,21.6,33.0,29.0,6.0,3.0,6.4,3.3,6.2,4.0,31059.0,3350.0,8.5,2.9,13.3,2.5,20.7,2.9,10.5,3.4,6.1,4.0,14.4,12.0,2.5,2.3,1.3,1.3,0.0,2.1,0.9,1.4,2.2,1.9,0.1,0.1,0.2971,0.3808,0.523,0.3975,1.5983,0.4059,0.318,0.6109,0.1883,0.3766,1.4937,0.1757,0.4895,0.6025,1.0921,0.5607,0.1883,0.0,0.477,0.1213,0.2427,1.0293,0.0795,5.2134,0.2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,342.0,12.3,7.5,2529.0
122,44,RHODE ISLAND,RI,44007,Providence,44007011800,"Census Tract 118, Providence County, Rhode Island",1.1330433,6150.0,500.0,2974.0,104.0,2743.0,170.0,1005.0,492.0,331.0,157.0,26725.0,3593.0,697.0,261.0,1207.0,177.0,955.0,292.0,1042.0,352.0,170.0,103.4,1659.0,617.9,359.0,307.7,571.0,213.2,48.0,67.0,0.0,24.0,302.0,153.0,0.0,17.0,16.4,8.0,9.6,4.3,26725.0,3593.0,14.8,5.1,19.6,3.2,15.5,4.6,16.9,5.5,6.2,3.8,27.0,9.8,6.1,5.2,19.2,7.1,1.6,2.3,0.0,0.9,11.0,5.6,0.0,0.3,0.6695,0.7238,0.6569,0.682,2.7322,0.7406,0.7322,0.1674,0.7992,0.3849,2.0837,0.5439,0.6569,0.7531,1.41,0.7197,0.795,0.8661,0.0,0.6527,0.0,2.3138,0.5523,8.5397,0.7238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,315.0,9.0,4.8,3486.0
123,44,RHODE ISLAND,RI,44007,Providence,44007011901,"Census Tract 119.01, Providence County, Rhode Island",0.6045454,3384.0,285.0,1436.0,47.0,1286.0,95.0,342.0,168.0,116.0,75.0,32221.0,5032.0,277.0,79.0,609.0,80.0,615.0,114.0,377.0,118.0,83.0,48.1,1178.0,391.9,66.0,70.7,298.0,87.7,0.0,12.0,19.0,25.9,126.0,67.0,0.0,12.0,10.1,5.2,6.3,4.0,32221.0,5032.0,11.5,3.4,18.0,2.5,18.2,3.0,11.1,3.6,6.5,3.7,34.8,11.2,2.1,2.2,20.8,6.1,0.0,2.4,1.5,2.0,9.8,5.1,0.0,0.4,0.4728,0.4059,0.4644,0.59,1.9331,0.523,0.6192,0.3598,0.2971,0.4435,1.7197,0.2636,0.7573,0.5649,1.3222,0.6695,0.8326,0.0,0.5941,0.6151,0.0,2.0418,0.4477,7.0167,0.5481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,132.0,5.2,3.8,3197.0
124,44,RHODE ISLAND,RI,44007,Providence,44007011902,"Census Tract 119.02, Providence County, Rhode Island",1.0962274,4907.0,410.0,2545.0,79.0,2316.0,140.0,279.0,184.0,110.0,68.0,44779.0,6868.0,191.0,100.0,1389.0,190.0,619.0,122.0,785.0,224.0,194.0,123.6,609.0,590.5,64.0,73.7,595.0,171.4,0.0,12.0,0.0,17.0,121.0,81.0,0.0,12.0,5.7,3.8,4.6,2.9,44779.0,6868.0,4.8,2.4,28.3,4.2,12.6,2.3,16.1,4.6,8.4,5.3,12.4,12.0,1.3,1.5,23.4,6.7,0.0,1.4,0.0,0.7,5.2,3.4,0.0,0.2,0.2636,0.2134,0.1213,0.1548,0.7531,0.0962,0.9833,0.0879,0.7657,0.5565,2.3933,0.7531,0.4393,0.4603,0.8996,0.477,0.887,0.0,0.0,0.364,0.0,1.251,0.1255,5.2971,0.2134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267.0,156.0,5.5,3.1,2367.0
